,H3_cban_hc8_gallezot,GABAa-bz_flumazenil_hc16_norgaard,CB1_FMPEPd2_hc22_laurikainen,CB1_omar_hc77_normandin,VAChT_feobv_hc18_aghourian_sum,5HT2a_alt_hc19_savli,5HTT_dasb_hc100_beliveau,D2_raclopride_hc7_alakurtti,5HT2a_mdl_hc3_talbot,5HT2a_cimbi_hc29_beliveau,5HT4_sb20_hc59_beliveau,DAT_fepe2i_hc6_sasaki,VAChT_feobv_hc4_tuominen,MU_carfentanil_hc204_kantonen,NAT_MRB_hc77_ding,D2_flb457_hc37_smith,A4B2_flubatine_hc30_hillmer,GABAa_flumazenil_hc6_dukart,NMDA_ge179_hc29_galovic,D2_fallypride_hc49_jaworska,5HTT_dasb_hc30_savli,5HT1a_cumi_hc8_beliveau,5HT1b_p943_hc22_savli,VAChT_feobv_hc5_bedard_sum,5HT1a_way_hc36_savli,mGluR5_abp_hc22_rosaneto,mGluR5_abp_hc28_dubois,mGluR5_abp_hc73_smart,D1_SCH23390_hc13_kaller,MU_carfentanil_hc39_turtonen,DAT_fpcit_hc174_dukart_spect,NAT_MRB_hc10_hesse,5HT1b_az_hc36_beliveau,5HT1b_p943_hc65_gallezot,M1_lsn_hc24_naganawa,D2_flb457_hc55_sandiego,5HT6_gsk_hc30_radhakrishnan
Hippocampus_L,0.3167071899965266,0.5433753367550395,0.5177462208512751,0.7531218125942053,0.280175947629412,0.2269865274443223,0.2367327219022518,0.2859392818575885,0.2997356791405636,0.3619359298300894,0.1884779924936612,0.0615583823922392,0.3122840213833951,0.2981383949052088,-0.2533730903159824,0.1349475155052526,0.4638732055330688,0.5774011709128587,0.7908429517177097,0.1066374992519925,0.2341876130570599,0.93053843690767,0.1804787424113506,0.3092552717638397,0.5654301047832442,0.6425340615819289,0.6879714066168158,0.4666344255874373,0.1891566576839225,0.472972919020891,0.4711759624615879,0.1290950284742573,0.1361750205069364,0.2954642452031251,0.3688560313293891,0.1649609404770775,0.2162905212721398
Hippocampus_R,0.3058592103739724,0.4824528039949861,0.5380053448458949,0.7293239284984323,0.1985413104926684,0.4696575628802766,0.2652093765467183,0.2519536735701149,0.372897274368077,0.4775760157791668,0.1982423481923468,0.0013633269843444,0.2184864970244734,0.2895641504562578,-0.5270101674824408,0.0803817122645682,0.3589602684745991,0.6958983572152586,0.6172099296731138,0.0668208529399421,0.2874982665274294,0.901252035523174,0.1135648484033062,0.2225440334338577,0.8750967973754595,0.6867819363796798,0.7465028127455473,0.5247704635946026,0.1443661979885021,0.4477569354154045,0.3973460719556049,0.1672355829987423,0.1853822589276379,0.1545472530904347,0.3708325272160194,0.1150370128215662,0.0594741956405813
ParaHippocampal_L,0.3867325986506257,0.5550854990614117,0.6007154916812479,0.779326958321639,0.230180593555657,0.5731992432656208,0.2701447511296849,0.2747673494243886,0.3852659445059344,0.5211511602338887,0.2004822400588871,-0.0002596772476509,0.2348835776901538,0.3673547060693035,-0.3644962156120813,0.147714746306243,0.4018994033791566,0.7985030947937318,0.7018056862559777,0.079748893805039,0.3219480224519863,0.9584000417274589,0.1118688902938425,0.2552956998021491,1.0,0.7777650873224593,0.8146505205000165,0.6483489726016037,0.203106790865217,0.503010955400567,0.419747032740154,0.2443998406474761,0.1927145213095121,0.2651459040426915,0.5007286762466071,0.1483942190226621,0.2510461296920581
ParaHippocampal_R,0.4799969265422548,0.4984179404172443,0.6394357824714069,0.8437547716184242,0.368282277941963,0.3065896022904165,0.5383648803882131,0.2978122066039685,0.3925025472893506,0.3968982927699441,0.1932560727143141,0.0797165001034368,0.3586018742839555,0.8576580648910852,-0.1589818439803237,0.2883521798391326,0.4201787663543149,0.7013987539541726,0.7219585789759415,0.2165334759871737,0.7405464872653377,0.6372809991051556,0.3090972739250529,0.3877427431338241,0.6483720802723048,0.7625684178433099,0.7993635318283857,0.5978281734790585,0.2817529730262988,0.8999765828832921,0.5598411564770063,0.3482198687795053,0.2804265430022435,0.4953705904157185,0.5775088234776412,0.3058060681639244,0.2206454451539155
Amygdala_L,0.5800435336343638,0.5354893435515057,0.6382236874175894,0.8278440328938512,0.3255480633382572,0.3235279477431133,0.4323854561458254,0.2988120845806801,0.3744902189518327,0.2973655584066197,0.1544074256295982,0.0800452687244818,0.337085859488262,0.7275476338293586,-0.0581262332767723,0.3044453626568636,0.4221997485158358,0.6531753747929391,0.7132211595750917,0.2098304890266881,0.6498766927842242,0.4475886009141924,0.2075984131979174,0.3682786185586792,0.5492218250856765,0.7300351574119227,0.7410833124345542,0.5459993936021422,0.2982524249103151,0.8593898158266835,0.552083680924949,0.2569882134623842,0.2274046220934738,0.4895467216756882,0.6012677045076389,0.2824151575588013,0.2697420256000059
Amygdala_R,0.3501668508636206,0.920646408717504,0.6568659374656234,0.6635859461968374,0.17828282297642,0.9456315374950972,0.1692082263900501,0.2987947794193514,0.6498519068926638,0.8345839496214341,0.12258434332718,0.0216345189514672,0.20189117122956,0.0491978592106026,0.0232074039541352,0.0390472275505611,0.3878417480226716,1.0,0.7739578607082725,0.041986974420469,0.1928917791141946,0.2081161607082255,0.9688102076881526,0.1889387334974562,0.3112156260002479,0.8082460336853715,0.8464012783951793,0.6781188376091463,0.228744313695846,0.1642431535400264,0.3571603438135481,0.2201588045941174,0.4679016289642465,0.8105763661821966,0.6520021340682818,0.0566498873649913,0.4256103907995712
Calcarine_L,0.3304880482490764,1.0,0.6392540368208336,0.6353020168735021,0.1777593108137791,0.9090316067632168,0.1406491487972322,0.3053970831494247,0.5959182742188981,0.6668569289253067,0.1000997610856906,0.0284359024809038,0.1966491246177242,0.0461951644997068,-0.048556191673468,0.0429579082237782,0.4258938295986622,0.9848444676984532,0.7665694781483116,0.0357904531087648,0.1822057465356461,0.1765771006749617,0.932549681438016,0.1954304566328826,0.2877249865632462,0.7860728060598602,0.8034817419595359,0.641562662350274,0.2036198123939894,0.1673677725925088,0.3783179851289431,0.2576185479582892,0.389230201596629,0.6528815446776686,0.6093165793139114,0.0571856782776798,0.404484221879019
Calcarine_R,0.3264376098603261,0.7174855087189124,0.7502822967349574,0.703220200629384,0.1781568740500886,0.7782519370624053,0.1122255696402605,0.306484374608546,0.6363184384450534,0.5688201912476152,0.1082576485496285,0.0256949401364193,0.1933227200607868,0.0896094324010994,0.087888373037819,0.057128481389209,0.4027701762066638,0.8496360006304053,0.7137900697613541,0.052439950617923,0.120570795805259,0.2162936114079127,0.6205773287966457,0.1841213902771857,0.3682592120790084,0.819553288369005,0.8493960119028314,0.7447554302329936,0.18421616451158,0.2491522329142908,0.3212160807223942,0.2211121605936965,0.2500357703230773,0.5370573091070477,0.6192348007781463,0.0753663029409254,0.4041171466898421
Cuneus_L,0.3271703558685149,0.7651355369872219,0.7630992154528559,0.6870456765976597,0.1930060094973895,0.8230231289310977,0.1092078441586077,0.3119779274042913,0.6133713106317562,0.5624168605388993,0.1042044038904857,0.0290163827617944,0.1859177521318102,0.0845403467293707,0.0941551104611011,0.0695274183642198,0.4311432377625714,0.8953717726946834,0.7558555543838865,0.0471808129880853,0.1217219456085845,0.217729525264338,0.7166145796671721,0.1948467290650171,0.3688607511702154,0.8246611245298255,0.8540500710130348,0.7160647242401557,0.1678995633882688,0.2515633723617114,0.335875869146385,0.2721213660493415,0.2512948601793409,0.5575208443762272,0.6244548667694654,0.0759308133094794,0.4019569905047117
Cuneus_R,0.3062733693306809,0.946073722946423,0.6461226770221625,0.6814460124348465,0.1770147970288398,0.8919585357499694,0.1465367770398656,0.2884437560743653,0.4997435259034959,0.712508776932607,0.1253808237469394,-0.0001924928045774,0.2042193769724169,0.0782317918098304,-0.1811420156303802,0.050249063337851,0.3909982506318611,0.9668685183506104,0.7798602294858884,0.0469395019076806,0.1875916823613185,0.2939882255899659,0.874490328315597,0.1998574722238981,0.3868013567189005,0.7834929597273775,0.8119300132264387,0.5985262111215925,0.2333664393794797,0.2132003386373317,0.3719152424478095,0.1988788005425523,0.3369808112230847,0.463039633597253,0.4645390242640735,0.0692210900908935,0.2544996406514956
Lingual_L,0.3203249444777753,0.8888839349486845,0.6445566302606472,0.6696766677199245,0.1737348387666592,0.8651307134857332,0.1264701896296625,0.2801368223746828,0.4950372133055245,0.6245873623675419,0.1077667447668823,0.0144119120788273,0.1985053005324392,0.0649253754327908,-0.1235340090299054,0.0643752556427323,0.4161702214206204,0.908932533441047,0.7507494085693923,0.0458448326173798,0.1859876731849885,0.2583030287291993,0.7704968708071066,0.2022148842781939,0.3607138511249924,0.7525587556610017,0.7892014268755196,0.595596976789334,0.2077631334548706,0.20785849103934,0.3623198679596683,0.2048766646306865,0.2999253400158186,0.498642952788903,0.5142538451315471,0.0761461992633575,0.3149497050482237
Lingual_R,0.3105899565295189,0.6829139898958398,0.735233201353152,0.7145989170889233,0.1815955161394224,0.6265011330256354,0.0837535108411389,0.290354977867941,0.5336242517458725,0.4635242068417635,0.0915744845449427,0.0355973328347293,0.1879481277691522,0.0937254973639016,0.0700002083807859,0.0620208942655248,0.4145275867280957,0.7549033029510438,0.6557413041811377,0.0455135746136164,0.0628957405181095,0.1785329081308249,0.5659130996627103,0.1824634786997958,0.2917077445430417,0.8059419884414861,0.7888107989905648,0.6060165786933226,0.1145907941233248,0.258688813197604,0.3022444826685039,0.166865005152665,0.2066280606590682,0.5143675189062754,0.5836112180169353,0.0678975304164481,0.3217018184694983
Occipital_Sup_L,0.3067202416664035,0.663195184126288,0.7820306216625261,0.7103534920866527,0.1839981659262187,0.6772485841766744,0.0731814109445804,0.2763735486944038,0.5294974297003726,0.4603528593987345,0.0910670004132074,0.0366608811338708,0.1827235973112056,0.1158239457310736,0.0074882592961936,0.0731888393595564,0.4270374767378886,0.7103260566856167,0.6584712897878857,0.047413940598417,0.0506660109005332,0.1827401761313362,0.6186401809269139,0.1867452135493372,0.3186994382515378,0.7969971839381469,0.7797313096678876,0.6235683825578957,0.1003575472996909,0.2926690882767496,0.3031267957852006,0.1879067177908778,0.2100580247905084,0.5415308721837937,0.599848592144455,0.0750319468238181,0.2871257689781217
Occipital_Sup_R,0.324717294515141,0.7879875981594413,0.8331868080713342,0.7478793003184775,0.1952323275039818,0.81753001205338,0.0988880623542313,0.303497049023437,0.5728796223832597,0.7079483526015937,0.1430946375986966,0.0380187019745388,0.1888872858617818,0.1976589297078688,0.1688338759447577,0.0973359542990933,0.4592432077155418,0.8285102153506054,0.7339152554855851,0.0530376893735819,0.06183592416872,0.3216036060816434,0.7079579452087392,0.1978374385487026,0.4085658693909786,0.8681617111159696,0.852010714089609,0.6425586364751847,0.1348303124895364,0.3557847044553892,0.3352073720167685,0.2088601864742637,0.2954495683735612,0.5986925690743131,0.6283317241732888,0.0894059315116646,0.4212358474812391
Occipital_Mid_L,0.3216949698443272,0.7057584860257976,0.8654078719289424,0.7362597517578978,0.1904582360780634,0.7750581752676438,0.0990866179865201,0.2643566012250366,0.5268064230731543,0.7475792336453799,0.156141893035085,0.0333457223055811,0.1844647437000109,0.2009622423053836,-0.0175291949382432,0.0805913954022133,0.4150765512615624,0.7642300941569313,0.6744349763883227,0.0556440515223847,0.044261941195618,0.3404921354773787,0.5851554644969205,0.1963466501027169,0.3864612601130007,0.8894854713886016,0.8403489544883995,0.6711464250014545,0.1322819380056867,0.3703533278283822,0.3009219702841437,0.2034934234160316,0.3301320143402794,0.5847078872267856,0.6333024030251441,0.0876685472650893,0.2692947716407142
Occipital_Mid_R,0.3191785657898892,0.8869480084422653,0.7577330499178646,0.7480720366245595,0.1861205826352678,0.9433519546252916,0.0810274532306443,0.3049683602541813,0.5631266907059423,0.5873829708078135,0.1164870721212039,0.0336854987447065,0.1837145825033043,0.1785702216222137,0.1415060349004068,0.105603023540288,0.4448868638506246,0.8907123177374283,0.7377699745337822,0.0587866103174256,0.0890025782514337,0.2903930216174762,0.7131849110466603,0.2022964182107176,0.4812939444562366,0.8422565850385904,0.8431976641319471,0.6152545398678148,0.1572273509912128,0.3148569282719182,0.3509259832357452,0.2580030729991427,0.233332241458707,0.5475598120290756,0.6117235552974956,0.1064296464080258,0.4518041693652401
Occipital_Inf_L,0.318911638089825,0.8242614124497256,0.7343693488907576,0.7038580172582685,0.1775989360664732,0.7899318091166115,0.0894177906176277,0.2565345352565338,0.5002670097007708,0.6812307299296895,0.125626214784406,0.0224046483401229,0.1768934925361208,0.1091692684453037,-0.0221384764782554,0.0831908572542271,0.3970734957993696,0.7596407057465755,0.684491487629083,0.050714719975062,0.0638459630121481,0.3095360784815039,0.5081829688007158,0.1917758209194376,0.3857867290176006,0.8442052450936609,0.7966543436118935,0.5504334656378346,0.1185051600787802,0.2562147125270355,0.3213581042835525,0.2562190046282518,0.287592153633713,0.4941367365168855,0.6180802563095638,0.0912325898845226,0.2642339084293287
Occipital_Inf_R,0.3430525119201743,0.7018154894240307,0.7040301165729884,0.7835398957091064,0.1916587893865374,0.9538752151824538,0.1765409697698071,0.2885297273546005,0.4839398932788533,0.8148059295612491,0.1841762579288895,0.0121470211065503,0.2008927689543466,0.3643109800844691,-0.142096732824977,0.1210419052131243,0.4217154933071262,0.9185639550453456,0.7671596434683833,0.0736838890723417,0.1668320200238013,0.6613404901572124,0.4761460861552565,0.2182641119148011,0.7608585948534935,0.8192576649989599,0.8698240199703489,0.6501384016442519,0.2435424224279518,0.4985535858545999,0.3966824380736492,0.2639049841479585,0.2759814863141755,0.3390084109659598,0.5122501007502521,0.1404982354574986,0.3349952625043131
Fusiform_L,0.344277853210816,0.6438952322125938,0.7080144093934706,0.7880226921751885,0.1873941245942202,0.9661491263861128,0.1290056536179648,0.2894484943117996,0.5096076954638988,0.6644590844378191,0.1436223907623695,0.0140715836845525,0.1899870672705393,0.3678843919335058,-0.1084550744953274,0.1640970698694827,0.4332808183917373,0.9233815766309608,0.7603808629676369,0.0750609699662027,0.1354409261894576,0.4964869915427223,0.4346310249066453,0.2142319243096073,0.7187510155588794,0.8377004690447347,0.8632559966116684,0.6837070714025973,0.2593080742129299,0.501750228827703,0.3930569673217554,0.317770653528296,0.2328970491508798,0.3974709252860996,0.5915481779903955,0.1615198407792835,0.3982084816395517
Fusiform_R,0.3367185365288873,0.6225006488633322,0.7967929731501706,0.7481853195248729,0.2161788553554068,0.6407388327340615,0.0831405391095584,0.2739933396745019,0.4477903282894289,0.4197833557777838,0.0854736463638311,0.0270884883411698,0.2060109262327617,0.2492001235780011,0.36528658946971,0.0809595529922541,0.4471778520797855,0.6872933705288885,0.6532785816280798,0.050263178238569,0.0764079238851919,0.2336003647363296,0.669144426065244,0.2019232183121322,0.3559432811992224,0.7867672348542726,0.801523785914726,0.6534148418353776,0.0988080657051436,0.4318642847036823,0.2952972963012723,0.2854553019845393,0.2042281638204886,0.4803398387888775,0.5306547486593471,0.0759566428825548,0.3018061529320808
Postcentral_L,0.3384500720999505,0.5292229937045166,0.7967983309028892,0.7145364137430521,0.1945903524304432,0.6044902282428197,0.0730811954111123,0.2533283045295932,0.4046330675258549,0.4210415637726258,0.0887605624593636,0.0135295447334486,0.1920943512160872,0.2424847412305491,0.2532531508353337,0.0591243939904884,0.4152295242791212,0.6401004758851554,0.6186454441079284,0.0478358989327762,0.064047780068215,0.2513499011257609,0.5647350194651135,0.1892530990642225,0.3235608715788978,0.7586664961321183,0.774077079407119,0.6044609358030516,0.1128855796242468,0.4292809683319107,0.2695668124754046,0.245242798085394,0.2014374247714861,0.4282153962941674,0.5189979271927909,0.0653963866872041,0.2146082086453991
Postcentral_R,0.3145002157735745,0.5737501081438887,0.7958846497697902,0.7398316237550004,0.1775586494834156,0.6147287310939351,0.0638382909291834,0.2388822994162257,0.4894144970431794,0.4956041670017387,0.1058988575119073,0.014692903059907,0.1790472211093514,0.2537231286113732,-0.1138656226771435,0.0704157247687835,0.4114887255843982,0.6511254438050806,0.6155520227329325,0.053392224799804,0.0230608844475917,0.2426656523832965,0.5738796132957603,0.1776258756325638,0.318239902696974,0.768958802809714,0.7823583745127587,0.6517290864835444,0.0968519004940562,0.417385165230372,0.2421855082668195,0.1850794116827129,0.2111607968996459,0.4023999382941232,0.5464465387993583,0.0751217258491631,0.2835996617787889
Parietal_Sup_L,0.3052770216931384,0.4662292087086513,0.7531091676276618,0.7242624993626071,0.1531224728541648,0.4846914595493299,0.0588609011143351,0.1903070681371318,0.4792573665849931,0.5005558185912368,0.1074846541427205,0.0206723449250052,0.164929718975784,0.212130736797316,-0.2608426576146196,0.0541775869121178,0.3836734505854129,0.5214220258252615,0.5031402061442428,0.0516488209023358,0.0143193194245462,0.2390795317118099,0.4197394652485294,0.1592051414183475,0.2574396866792506,0.6965944376554442,0.720545084045203,0.5869872504438914,0.0784638484872444,0.3924680718385789,0.1867328656259253,0.1475678946511607,0.2214164339868017,0.3104261690164036,0.5408287370234328,0.0728746327125059,0.1777933378217299
Parietal_Sup_R,0.347726483311756,0.7122826106638929,0.9364338725931168,0.7932672525831538,0.200743512366208,0.9009800552986844,0.079991553811757,0.3129548641284636,0.5340993234720077,0.6732884350404851,0.1458992630797888,0.0266103253494488,0.1900184372779268,0.4148708089207141,0.1109741049107798,0.1147528455680686,0.4676822336702825,0.8435613384744997,0.7369258493932803,0.0663559115442346,0.0494740600547256,0.3369405090593946,0.822283687873625,0.1969098705512821,0.4816542203807301,0.8460167420404986,0.8860231961998795,0.7903331817302097,0.1641646498572995,0.5806621324760826,0.3111290398982272,0.2752762205049942,0.2703272555572857,0.533573134080799,0.6278734959618807,0.1110314559024879,0.4173089040931593
Parietal_Inf_L,0.3460800993610997,0.6190372276534486,0.9493090929359016,0.7747418964941767,0.1819228158975387,0.8172528453805443,0.072805946180274,0.276641671157077,0.4976201815123026,0.7126318095408266,0.1536931786478209,0.0104382796958663,0.1851274351060716,0.3914300423049135,-0.0288049407459325,0.0825139890267561,0.4302952370547235,0.7700647956304897,0.6764896536644676,0.0671781320455063,0.0350671510064513,0.3584548368800744,0.6769772689802177,0.1858964594887133,0.4417599554347667,0.8166920364338253,0.8778298044099047,0.7761989191994285,0.1705856244019296,0.5801996795719465,0.2789789751226861,0.2510222282778676,0.2937850283639684,0.5168160566042952,0.6363802530889378,0.1034472408648081,0.3223918575503779
Parietal_Inf_R,0.3695249402675592,0.788196763530058,0.9982242082602828,0.8444459809359851,0.2184076522837764,0.922229440642652,0.098673644529265,0.3275457583079757,0.5875241769495457,0.7204206071635736,0.1655513861995623,0.0319994969923226,0.2050004272683789,0.4971452844102151,0.2734201522326099,0.134204773194409,0.4745179111847352,0.8452181943099157,0.729759518938159,0.0776010358409892,0.0757138569412554,0.4136279774141213,0.7971958252176571,0.2167216270651773,0.5322026968510637,0.9370009548912128,0.9353346282548712,0.8641176377067165,0.1551087406002887,0.6780739343585838,0.3453401343639011,0.2787206406711965,0.2728485290917821,0.5934415059246907,0.6474534417769616,0.128644667027572,0.463438913291374
SupraMarginal_L,0.3446442472659909,0.6763488208795166,0.9766458590466044,0.7773541126000953,0.2041294896802979,0.8940487056748155,0.0820898079565912,0.2954840059130668,0.4714181013832796,0.6705754955907249,0.1558233930505513,0.0126418176130666,0.192720919022839,0.4576992771311514,0.1058272334188355,0.0930737247995568,0.4212300647258389,0.7654467111976132,0.6871758168499046,0.0706288235934641,0.0553582838177275,0.3963808227999548,0.685837935930078,0.2041654673958233,0.4888828018410769,0.915998303779059,0.9144483187908872,0.8083605887377818,0.1883617401762195,0.6540606472394939,0.3175260820978092,0.2342072982846377,0.2688910842621231,0.5650839194650932,0.5957290732521782,0.1026108489946821,0.2971314221436176
SupraMarginal_R,0.3402941677981622,0.7310895471638134,0.9757174201421844,0.8006915906939086,0.2025789323168988,0.947166273723774,0.0875406866272634,0.3171405422274119,0.5886527793182598,0.7137798986554109,0.1645834158761962,0.0304869030115674,0.188963010396124,0.4327131613886293,0.0935408424733395,0.1262880547046597,0.4795632394365829,0.8694591252529147,0.7653099932069809,0.0714289666521953,0.047293680551343,0.3887725830088329,0.7251060502621655,0.2033008549358691,0.4911611046347975,0.9130073810860746,0.9156771991161824,0.8017076284545879,0.1696275092721327,0.6071064408721152,0.3260827703658577,0.2616349122660846,0.2825824584887235,0.5582855392744874,0.637690640499503,0.11549190030295,0.4713190650296243
Angular_L,0.3401796078183712,0.6674727728897858,0.9217203124144066,0.7754636159195527,0.1917739525406321,0.8464207077908371,0.0708862499012133,0.2687290947149852,0.5074247893590138,0.6496517343664941,0.1455787034245732,0.0286094644424325,0.1806311105389537,0.3635112736326445,-0.0569967451349782,0.0880196840095551,0.4262381058046567,0.7638236815765831,0.6872775960654008,0.0665999417489653,0.0309491191353335,0.336847140526691,0.6103535399588993,0.2000278098957071,0.418602718027342,0.8935563544511818,0.8731105603752083,0.7602586325007645,0.1679126818084581,0.5581650848738223,0.2923510668179931,0.2588254842269614,0.2696792752776258,0.5506678538821109,0.6174588445884989,0.1028020396540282,0.2990038169822844
Angular_R,0.3676573305124885,0.6207414948603989,0.8245958791441945,0.7483510063603688,0.1943195097053891,0.7501619028007133,0.0866685751675855,0.2773615105380824,0.5699309459007709,0.5632084720629692,0.120211040973291,0.0057167173592406,0.1992192641439705,0.308363616024179,0.0182630676046194,0.0623715815998779,0.4169372159623519,0.7723222441803645,0.7138577312431946,0.0551400260187884,0.0882657656158068,0.2767317090459313,0.617049850054724,0.1962480873484591,0.4138920290539046,0.8247681412516897,0.8340957775261004,0.7856785708614973,0.1868690006966451,0.4680296488499068,0.3073066338654288,0.2226327274406122,0.2270857830077473,0.4127015882860673,0.5934986552156886,0.0813359703591299,0.3586291731017265
Precuneus_L,0.3590175881777132,0.6736044810803524,0.82583619463457,0.7250964423095531,0.1917252770236128,0.7682770798352803,0.0929468159159084,0.2813818585417957,0.553178947303105,0.6189953659674196,0.1318814065588452,0.0256223546823208,0.1963023528615328,0.3032093244145918,-0.0069491397174688,0.0652061586337683,0.4440265210015873,0.7809945392134062,0.7203561527480299,0.0526908633295512,0.0916801163511772,0.2978653183853034,0.573502180951331,0.1966222598515772,0.3983281702771648,0.8122519043843937,0.8326610669712483,0.774672939637826,0.194312732919751,0.4631077025768548,0.3182819040914352,0.2612289111846967,0.2487965670441108,0.392119944112192,0.5751361290980641,0.0792819413230757,0.3866635171776888
Precuneus_R,0.3591435999452672,0.5276661643424952,0.7021968930031989,0.6990735803512645,0.2156801159938391,0.3953309011755899,0.0754412547369494,0.2561806354183561,0.3917892287084487,0.3184024614974265,0.0602107088045828,0.0056639682123174,0.2129926395160732,0.2040018141748238,0.5898538484663496,0.0365428223214091,0.403677062834623,0.5886231469858548,0.6493290187139777,0.0332332381111128,0.0677129272010056,0.1765515782709162,0.5002542789052137,0.2003414830999247,0.2705347142094817,0.7216904488814628,0.714614219240342,0.5383005161632392,0.0783861352172991,0.3915038952727519,0.2560591250218555,0.4180048351756644,0.1869175920011752,0.3626991891989407,0.4504277629339457,0.0436900651596156,0.1794815752011705
Paracentral_Lobule_L,0.3785252876103866,0.4862554851586345,0.7307092858958434,0.704096024349326,0.2203568563857189,0.4547639510197268,0.0720019617733384,0.2644993554358454,0.3973907121732379,0.2601230420000218,0.052990205554385,0.0241034433849368,0.2219453547788765,0.1996223551902476,0.630362537570145,0.0501036555147666,0.4381779105745814,0.623974807703105,0.6665163121917979,0.0362688216174832,0.0969998048561068,0.1554334885593316,0.4665845104555096,0.2046331912671322,0.2954193115892476,0.7575509618467098,0.7277383046846125,0.5812845372535282,0.1045588018627084,0.3927554482663422,0.2716268169642787,0.3857839736777024,0.1532083922568206,0.3499812404191871,0.4829529727877085,0.0494285951018838,0.2529810299509367
Paracentral_Lobule_R,0.5813596892860526,0.5177255780919595,0.6091941773933968,0.6388466981495196,0.6744921575779982,0.1118518122630346,0.4013227626050916,0.6809837750152694,0.2383179054598216,0.157482897821771,0.5595184909369622,0.6068755001562816,0.6430507480156066,0.6578890663356118,-0.8697857931229841,0.5790497976014781,0.4195565746803407,0.3771477903271146,0.7510872942530643,0.7316460053578598,0.2963887869561763,0.0980626349887194,0.3438963453104856,0.6585527051099324,0.0535989097401353,0.5784580648426942,0.799225937049345,0.6068460951948222,0.592500471210565,0.7717419710756852,0.6349885399028823,0.1203771071447609,0.2260212849848272,0.2738446851331847,0.6552808697196818,0.6985133433129733,0.5282612721951904
Caudate_L,0.6650982769690654,0.5316386163215787,0.6451710868994464,0.6731288299190027,0.7222013876051941,0.100406972424484,0.4254276073432843,0.7563076240412283,0.2238541205330007,0.1284132303725716,0.5829971264223618,0.7188317050045626,0.6966221382729257,0.770138430596892,-0.7432869245931539,0.815559682881201,0.497980756168224,0.3946978229626415,0.7881638762823835,0.768150395390221,0.33236029557632,0.0665373392213928,0.3922131377751091,0.6932144184171075,0.0442009286051091,0.7290594999994691,0.8662594000353862,0.6270405864343944,0.7156252838416937,0.8288219837777363,0.7190287658880125,0.099812940157138,0.2471233675225113,0.2877674878574932,0.720798856685447,0.7228638278725754,0.7334433290340675
Caudate_R,1.0,0.721596384875549,1.0,0.8624630471037927,1.0,0.288990617578896,0.8666384879748504,1.0,0.2645301495383595,0.4059076137813896,0.9909077897419264,1.0,1.0,0.8273388412692987,-0.152545422190186,0.9766134502376596,0.5345993241200119,0.5222504630331822,0.9273320790068952,1.0,0.8251472208678925,0.2257720081417583,0.7257220496721862,1.0,0.1456231074942027,1.0,0.9319255851470852,0.7840011450924715,1.0,0.9765798862395808,0.8542002831451738,0.2670324221289416,0.5799424140856803,0.5595589385655176,0.9343194444412416,1.0,1.0
Putamen_L,0.9117029271527362,0.7317935789691825,0.9891887097234252,0.8843108268083842,0.8631394838392359,0.348477717718394,0.7460995630745632,0.9368128370540226,0.3043387040353562,0.369682200198707,0.8310455135541684,0.8939878560213507,0.88855649505275,0.7679689959679997,0.0046983991454137,1.0,0.5253405453157793,0.5524086918272154,0.8887448544820954,0.8799012642013444,0.7592215599032344,0.2763013389008582,0.6165099904556679,0.9251527071540504,0.2109600870961454,0.9484721563609878,0.9271852282612292,0.8238652580012642,0.9095467341907696,0.959670889529379,0.8430697383465197,0.3229364236402841,0.4779772821609651,0.5511962556464229,1.0,0.9113006082917606,0.9426849514625808
Putamen_R,0.8940183354910691,0.5619288443391955,0.9036503919697908,0.953050735343036,0.3902491693970376,0.1254767018346755,0.9891070359053544,0.6362586798850456,0.2240738816035939,0.288822980612855,0.9207935289491208,0.3916916153373703,0.561742204386696,0.5525452044405059,-0.0641600623171043,0.4017036224014196,0.5350702811061723,0.4449581468159032,0.8755272916209903,0.6190592594178421,0.9722581062036542,0.0306806811227495,0.7478881896251438,0.5388982797428236,0.0417194797839575,0.7136933382149634,0.6432136071442677,0.3867133776657515,0.6046667419602786,0.82392933953612,1.0,0.2836144298709985,0.9986909624612228,1.0,0.3560264100557937,0.6440313330791476,0.4679989547064044
Pallidum_L,0.9953898975864937,0.5522350072330656,0.9414733179078354,1.0,0.6559519240208833,0.1564040087756352,1.0,0.7160768737295833,0.2206759068440578,0.2620283451632864,1.0,0.7998147790473928,0.7572455653796455,0.5625275641932342,-0.0433226466309701,0.7943309821681581,0.4898659721691669,0.4428554871892991,0.9264117353970877,0.8279318197516572,1.0,0.0368444984284774,0.7786377078613113,0.7565255664762011,0.0465248705158972,0.7467363144550094,0.7371389822867193,0.518216679164315,0.7570910936885727,0.8469696213061941,0.9396284160489792,0.3221311838089113,1.0,0.9815689849029252,0.4852989567247017,0.7997311492214828,0.8083366431221896
